,Unnamed: 0,Company Ticker,Current Price,Graham Intrinsic,Modern Intrinsic,Financial Intrinsic
5043,5043,OSBC,17.04,29.475000000000005,18.34,18.208083
5048,5048,ACMR,12.45,83.6422,44.2686,17.77270014
5049,5049,ENFN,11.16,14553.054,7509.342,19.9975386
5051,5051,ETD,29.55,75.051,45.198,32.294808
5053,5053,BLX,16.65,40.70400000000001,24.752,18.0667632
5060,5060,SNBR,31.85,132.15800000000002,82.52400000000002,33.976924800000006
5074,5074,CWC.F,92.4,147.57600000000002,93.4505,97.9853446
5088,5088,FOR,14.43,28.525,19.075,14.98238
5089,5089,HAFC,23.64,45.080000000000005,27.6,25.495776000000003
5096,5096,GSBC,58.33,92.865,58.89000000000001,61.847184000000006
5122,5122,VHI,24.94,115.43,63.05,31.358936
5129,5129,RMAX,22.59,151.5,77.39999999999999,50.14979999999999
5138,5138,NFBK,14.57,25.235,15.45,15.662592
5144,5144,IBULHSGFIN.NS,117.75,1330.0848,733.4624,144.13740352000002
5145,5145,KOP,33.44,254.095,142.75,39.483508
5166,5166,JOUT,65.44,247.47000000000003,142.38,74.58678000000002
5167,5167,HZO,30.75,372.64,201.28,39.95680000000001
5175,5175,BBSI,95.48,169.015,96.58,109.80487499999998
5178,5178,NESR,7.32,61.208000000000006,32.144000000000005,11.0080768
5185,5185,DRD,7.56,28.5,17.0,8.294
5194,5194,OPRA,7.61,296.52,152.88,14.003136
5196,5196,FLWS,9.86,83.905,46.71,11.8332
5197,5197,FMBH,31.63,61.745000000000005,37.28,34.514523000000004
5200,5200,DGL.NZ,9.99,23.725,13.87,11.233824000000002
5206,5206,2501.TW,16.6,87.68,47.36,21.58208
5216,5216,BVH,32.21,76.38000000000001,45.56,35.405480000000004
5222,5222,CPF,23.32,40.915,25.05,25.178256
5228,5228,EBIX,18.86,86.07000000000001,51.34,20.762500000000003
5239,5239,CLW,36.72,85.28500000000001,55.32000000000001,38.578785
5241,5241,CARA,10.88,41.382,21.186,23.313112200000003
5251,5251,YIT.HE,2.93,6.795,4.228,3.1344579999999995
5252,5252,LX,3.05,6.385259999999999,4.52088,3.119656428
5261,5261,LBC,11.78,21.6,13.44,12.562656000000002
5263,5263,SUNTECK.NS,330.0,2913.456,1466.8480000000002,1622.7519360000003
5281,5281,RBBN,3.52,16.2825,9.519,3.9446736000000007
5287,5287,FFIC,19.74,36.051,23.058,20.8128096
5296,5296,IGTI3.SA,2.38,3.819,2.4320000000000004,2.5187806
5300,5300,ACES.JK,505.0,1897.461,1083.563,581.2653590000001
5304,5304,CRMT,88.09,406.627,231.061,102.0913263
5307,5307,IIIN,29.31,65.895,38.2,33.108321999999994
5309,5309,HVT,35.0,141.923,82.209,39.6430203
5317,5317,CMBM,21.25,63.99,36.45,24.473988
5324,5324,AUDC,17.64,34.865,20.045,20.1723095
5336,5336,KTKBANK.NS,144.6,832.0580000000001,458.324,177.534416
5340,5340,NTGR,19.34,322.3584,168.6867,29.918430359999995
5353,5353,MBWM,34.76,71.78500000000001,43.95,37.52978400000001
5366,5366,FDC.NS,264.7,798.9799999999999,449.54,311.46715599999993
5382,5382,GMDCLTD.NS,135.95,276.705,154.43999999999997,162.398925
5408,5408,HY,31.27,85.085,48.62,35.962225
5415,5415,HMST,27.63,102.15,63.56,29.584002
5421,5421,AROW,31.05,66.008,41.144,33.1928776
5438,5438,OPY,45.8,449.295,256.74,52.60836
5443,5443,SML.NZ,3.48,24.48308,13.04729,4.787199252
5446,5446,DGICA,15.11,57.0,34.0,16.632
5450,5450,SI,15.0,129.36999999999998,69.36,20.01648
5453,5453,ATLC,32.9,191.575,106.65,39.436800000000005
5460,5460,ZUMZ,25.08,115.5,66.0,28.841999999999995
5461,5461,AR4.DE,15.74,58.82400000000001,38.872,16.396794399999997
5483,5483,SWBI,10.49,209.055,119.46,12.051885
5484,5484,HEIDELBERG.NS,175.65,1967.055,1012.815,330.3383984999999
5486,5486,BMRC,30.37,66.97500000000001,39.95,33.42405
5494,5494,BKD,2.75,12.54,7.48,3.0250000000000004
5519,5519,RSVR,7.21,57.23,31.86,8.623439999999999
5522,5522,BZH,15.04,41.415,27.61,15.610192
5542,5542,MX,10.08,471.25,256.36,12.831572
5544,5544,SURYAROSNI.NS,642.35,1536.39,833.7,822.3045119999999
5545,5545,AO.L,61.95,420.0,223.2,86.44536
5547,5547,CSV,31.62,70.07000000000001,40.04,36.33448
5551,5551,LOCO,12.04,26.180000000000003,14.96,13.84922
5555,5555,LXFR,16.78,34.845,20.2,19.002645
5569,5569,TPC,8.46,60.42,36.04,9.30468
5592,5592,BZUN,6.9,18.5194,12.0922,7.206530960000001
5602,5602,MEKKO.HE,9.37,28.05,18.7,9.75936
5604,5604,LOVE,27.86,65.75999999999999,35.52,36.21696
5611,5611,HCI,49.33,204.165,111.68,61.68575000000001
5614,5614,GHG,3.86,7.69888,4.927440000000001,4.07626884
5628,5628,BWB,15.0,40.425,23.1,17.26725
5631,5631,VNDA,7.27,33.894,18.102,9.8947422
5635,5635,NOA,15.28,38.125,22.5,16.941375000000004
5645,5645,CO,2.9876,41.5795,22.459,3.882372
5656,5656,TPB,22.71,40.596,25.908,24.0640848
5668,5668,FF,8.97,30.21,18.02,9.864360000000003
5693,5693,FISI,24.79,86.24,52.8,26.80128
5708,5708,UIS,5.44,316.145,190.88,5.981702
5713,5713,SCPL,16.17,33.367999999999995,19.049,18.617452
5715,5715,MCBC,10.72,22.540000000000003,13.8,11.575440000000002
5719,5719,AVON.L,950.0,21403.05,11915.1,1138.554
5737,5737,PNNT,5.76,41.31,22.14,7.7787000000000015
5740,5740,NVEC,75.94,144.495,79.04,95.064125
5743,5743,PNTG,12.17,26.245,13.919999999999998,17.100198
5746,5746,MHLD,2.42,30.225,17.67,2.7081600000000003
5750,5750,SPWH,9.38,102.8764,57.1032,11.3150856
5768,5768,SHBI,17.48,38.760000000000005,23.12,19.208640000000003
5785,5785,PTC.NS,93.6,861.3620000000001,470.22600000000006,117.67254660000002
5786,5786,ALFOC.PA,49.6,113.505,63.215,59.50876800000001
5787,5787,CIVB,21.86,53.900000000000006,33.0,23.61744
5804,5804,SFST,41.57,80.85,49.5,44.97768
5810,5810,RM,32.84,298.32,163.68,40.723584
5812,5812,SMMF,25.87,70.07,42.9,27.922752
5838,5838,5478.TWO,78.6,297.22,169.84,90.37803999999998
5861,5861,BSRR,20.82,61.98499999999999,37.95,22.487652000000004
5893,5893,WHF,13.2,29.07520000000001,18.772600000000004,13.866566560000004
5895,5895,ITIC,156.56,343.2,228.8,162.88896000000005
5909,5909,FBIZ,35.85,66.395,40.65,38.663028
5912,5912,GPP,13.06,66.99,38.28,15.0075
5915,5915,CVCY,25.47,41.65,25.5,27.540000000000003
5918,5918,BCBP,17.41,40.185,23.97,19.0773
5936,5936,M8G.DE,1.634,6.136099999999999,3.1863,2.730414
5943,5943,JPASSOCIAT.NS,9.45,108.108,76.5765,9.63983475
5949,5949,TSBK,35.23,111.435,64.6,39.78391
5956,5956,HMPT,1.99,29.425000000000004,21.186,2.040918
5969,5969,LSEA,6.88,56.021,29.468000000000004,10.2070368
5976,5976,RLGT,5.58,13.271,7.268000000000001,6.834933
5979,5979,LE,8.56,16.005,8.91,10.272240000000002
5986,5986,ASHOKA.NS,78.3,370.328,211.344,90.1490688
6004,6004,MPAA,13.45,38.025,20.8,16.810625
6013,6013,BCML,20.18,37.620000000000005,22.44,22.2156
6014,6014,TCBX,19.18,88.27839999999999,49.5292,22.69412068
6015,6015,GULFOILLUB.NS,436.55,3163.0960000000005,1677.7705,615.4936944
6016,6016,TRUE,2.94,82.44,43.2,4.494528
6040,6040,KBAL,7.14,26.775,15.12,8.410311
6044,6044,III,5.5,10.01,5.720000000000001,6.323849999999999
6062,6062,WABAG.NS,332.85,1428.619,760.1520000000002,461.39926140000006
6069,6069,PKBK,20.5,155.805,84.91499999999999,25.8618195
6098,6098,FDEV.L,466.0,1336.832,791.616,515.6336640000001
6100,6100,APEI,12.31,48.125,27.5,14.159375
6114,6114,UBS.VI,30.5,111.945,68.045,33.151523999999995
6119,6119,CARERATING.NS,626.65,2449.307,1298.106,887.2891056
6123,6123,TIMETECHNO.NS,86.8,222.61,122.14,107.678624
6139,6139,TCFC,40.27,95.19,56.78,44.30844
6146,6146,JYNT,15.13,43.65,24.3,18.1548
6147,6147,ALERS.PA,18.3,120.83499999999998,80.08,19.072768
6186,6186,TCS,4.24,28.6212,16.3236,4.88673684
6187,6187,WNEB,9.72,17.099999999999998,10.2,10.659
6188,6188,DLTH,6.37,24.57,13.44,8.001000000000001
6193,6193,INFU,9.97,38.8,21.6,11.9616
6201,6201,GHL,11.85,414.219,211.757,25.82489
6218,6218,RCKY,28.33,81.50999999999999,48.62,31.17686
6238,6238,SANGHIIND.NS,62.25,396.473,205.689,105.1380543
6246,6246,KMDA,4.3,7.79,4.94,4.559696000000001
6270,6270,SAMG,19.55,33.915,19.845,21.9128175
6271,6271,ITI,4.38,17.741500000000002,9.583,5.6935970000000005
6275,6275,ACTG,4.26,74.69,41.58,5.11896
6288,6288,REPCOHOME.NS,237.9,4730.067,2492.936,349.10033919999995
6290,6290,AMER3.SA,1.1,4.4772,2.52735,1.28823828
6295,6295,OXSQ,3.59,38.295,24.84,3.760155
6298,6298,OPBK,11.56,27.645,16.49,12.71864
6302,6302,CURO,4.23,109.95964,59.30832,5.533069607999999
6310,6310,TUP,3.81,69.55,40.66,4.266304000000001
6319,6319,CASH3.SA,0.97,7.0551,4.0803,1.09995039
6322,6322,ORP.PA,3.657,161.9352,88.8216,4.53669888
6324,6324,ESCA,12.57,79.695,45.54,14.449635
6327,6327,VRA,5.44,11.206,6.3180000000000005,6.380181600000001
6329,6329,LL,5.8,143.85,77.7,7.534800000000001
6364,6364,KCP.NS,101.8,157.28900000000002,102.542,106.6443752
6375,6375,RVSB,7.26,15.274999999999997,8.93,8.13288
6397,6397,SACH,3.72,40.0895,21.164,5.393971
6430,6430,HEAR,8.68,95.985,54.510000000000005,10.062072
6448,6448,PRAKASH.NS,61.75,986.67,502.74,148.07232
6455,6455,FSTR,12.22,21.945,13.09,13.50965
6460,6460,LAZY,12.96,91.26,49.92,16.224000000000004
6467,6467,OIIM,4.57,15.7635,8.814,5.4379668
6483,6483,PARAGMILK.NS,86.5,242.905,134.67999999999998,104.645398
6519,6519,MESA,3.27,9.1035,6.936,3.3012759
6551,6551,WINE.L,124.8,454.79,251.87,151.35571400000003
6568,6568,LAKE,15.24,209.035,116.37,18.30888
6634,6634,MANGLMCEM.NS,272.65,1653.3,917.4,329.27664
6665,6665,SNDA,12.92,1449.7620000000002,861.8860000000001,14.2873796
6666,6666,HYFM,1.75,56.706,29.4255,2.94972795
6689,6689,USX,1.51,145.058,74.124,3.329664
6690,6690,ACR,9.29,58.830000000000005,38.16,9.74988
6760,6760,ASIANTILES.NS,40.4,988.875,534.725,52.36203
6789,6789,OESX,1.825,6.5520000000000005,3.584,2.2806
6794,6794,NLS,1.74,52.9815,31.603,1.922206
6814,6814,VTSI,4.74,14.915,7.979999999999999,6.399675
6838,6838,HMVL.NS,52.2,718.704,387.072,68.6097216
6957,6957,NCTY,1.09,2012.3745,1037.0175,2.0796405
7251,7251,SNGS.ME,26.0,442.886,274.628,27.78152320000001
7253,7253,NLMK.ME,138.0,48619.7118,24903.9384,287.96626176
7255,7255,MTSS.ME,275.05,1694.196,1038.828,297.150126
7257,7257,NVTK.ME,993.0,61419.24600000001,32208.318000000003,1508.6245356
7259,7259,SBER.ME,133.3,1496.861,866.3779999999999,150.9951028
7261,7261,PLZL.ME,8376.0,46241.862,25571.126,10192.633004
7263,7263,ROSN.ME,351.2,16716.109600000003,8399.002300000002,2307.99188557
7265,7265,RSTI.ME,0.6039,2.289,1.744,0.6098986000000001
7267,7267,CHMF.ME,821.4,23043.23,11938.79,1409.1367490000002
